rated,turns,victory_status,winner,increment_code,white_rating,black_rating,opening_name
TRUE,28,resign,black,7+8,976,1226,King's Gambit Accepted |  Schallopp Defense
TRUE,9,mate,white,15+8,1240,982,Sicilian Defense: Bowdler Attack
TRUE,37,resign,white,15+0,1421,985,Sicilian Defense: Hyperaccelerated Dragon
FALSE,48,mate,black,30+5,985,1172,Scandinavian Defense
FALSE,25,mate,white,30+5,1172,985,Englund Gambit
TRUE,20,resign,white,15+5,1299,991,King's Pawn Game: Wayward Queen Attack
TRUE,69,resign,white,10+2,967,1078,French Defense: Queen's Knight
TRUE,53,resign,white,180+0,1427,970,Italian Game: Two Knights Defense |  Knight Attack
TRUE,62,mate,black,10+0,1289,1732,French Defense: King's Indian Attack
TRUE,55,resign,white,10+0,1940,1738,French Defense: La Bourdonnais Variation
TRUE,102,mate,black,10+0,1927,1718,French Defense: Knight Variation
TRUE,57,resign,white,10+0,1706,1700,Queen's Gambit Accepted: Old Variation
TRUE,41,outoftime,white,10+0,1696,1623,Nimzo-Indian Defense #2
TRUE,41,mate,white,10+0,1906,1702,French Defense: Knight Variation
TRUE,123,resign,white,10+0,1694,1545,Old Indian Defense
TRUE,73,outoftime,white,10+0,1685,1579,Queen's Gambit Refused: Albin Countergambit
TRUE,45,resign,white,10+0,1957,1688,Semi-Slav Defense: Accelerated Move Order
TRUE,75,resign,white,10+0,1922,1693,French Defense: Rubinstein Variation |  Blackburne Defense
TRUE,77,mate,white,10+0,1692,1219,Slav Defense
TRUE,123,resign,white,10+0,1840,1699,French Defense: Carlson Gambit
TRUE,88,outoftime,black,10+0,1720,1383,Rat Defense: English Rat |  Lisbon Gambit
TRUE,75,resign,white,10+0,1716,1732,French Defense: Exchange Variation
TRUE,36,outoftime,black,10+0,1754,1263,Horwitz Defense
TRUE,45,resign,white,10+0,2021,1759,French Defense: Exchange Variation
TRUE,97,mate,white,10+0,1740,1920,Nimzo-Indian Defense: Normal Variation |  Huebner Deferred
TRUE,85,resign,white,10+0,1695,1754,French Defense: Rubinstein Variation |  Blackburne Defense
TRUE,41,resign,white,10+0,1735,1929,Nimzo-Indian Defense: Normal Variation |  Huebner Deferred
TRUE,22,resign,black,10+0,1615,1727,French Defense: La Bourdonnais Variation
TRUE,48,resign,black,10+0,1731,1978,Nimzo-Indian Defense: Normal Variation |  Gligoric System |  Bernstein Defense
TRUE,61,resign,white,10+0,1905,1738,French Defense: Exchange Variation
TRUE,74,resign,white,10+0,1731,1560,Queen's Gambit Refused: Marshall Defense
TRUE,41,resign,white,10+0,1721,1661,King's Indian Defense
TRUE,101,resign,white,10+0,1912,1713,French Defense: Knight Variation
TRUE,99,resign,white,10+0,1898,1719,French Defense: Advance Variation |  Milner-Barry Gambit
TRUE,50,resign,black,10+0,1724,1958,Nimzo-Indian Defense: Normal Variation |  Gligoric System |  Bernstein Defense
TRUE,44,resign,black,10+0,1599,1716,Horwitz Defense
TRUE,59,outoftime,white,10+0,1707,1586,Indian Game: Normal Variation
TRUE,72,resign,black,10+0,1725,1457,Benoni Defense
TRUE,97,draw,draw,10+0,1717,1985,Indian Game: West Indian Defense
TRUE,37,resign,white,10+0,1757,1728,Queen's Gambit Declined
TRUE,95,outoftime,white,10+0,1724,1438,Queen's Gambit Declined
TRUE,50,resign,black,10+0,1728,2027,English Defense
TRUE,49,resign,white,10+0,1841,1737,French Defense: Rubinstein Variation |  Blackburne Defense
TRUE,40,mate,black,10+0,1748,1764,Queen's Gambit Refused: Albin Countergambit |  Normal Line
TRUE,73,mate,white,10+0,1321,1771,French Defense: Two Knights Variation
TRUE,39,mate,white,10+0,1770,1249,Queen's Gambit Accepted: Old Variation
TRUE,60,mate,black,10+0,1334,1768,French Defense: Advance Variation |  Nimzowitsch System
TRUE,108,mate,black,10+0,1426,1764,French Defense: Knight Variation
TRUE,39,resign,white,10+0,1761,1415,Gruenfeld Defense: Three Knights Variation |  Burille Variation
TRUE,24,resign,white,7+3,1387,1546,Italian Game
TRUE,27,mate,white,7+3,1542,1284,French Defense: Queen's Knight
TRUE,80,mate,black,7+3,1346,1536,Van't Kruijs Opening
TRUE,33,mate,white,7+3,1529,1500,English Defense #2
FALSE,21,outoftime,white,20+5,1981,1109,King's Gambit
TRUE,71,mate,white,12+10,1451,1135,Philidor Defense
TRUE,64,mate,black,30+5,1143,1718,Mieses Opening
TRUE,17,mate,white,20+0,1233,1257,Barnes Defense
FALSE,67,resign,black,20+180,1470,1257,Queen's Pawn Game #3
TRUE,10,draw,draw,10+15,1414,1159,Robatsch (Modern) Defense
TRUE,76,mate,black,8+8,1500,1250,Grob Opening
TRUE,57,resign,white,15+0,1073,1242,Ruy Lopez: Exchange Variation |  Lutikov Variation
FALSE,43,mate,white,15+5,2334,1346,Nimzowitsch Defense |  Declined Variation
FALSE,76,resign,white,25+0,1364,1500,Sicilian Defense: Smith-Morra Gambit #2
FALSE,76,mate,black,5+8,1500,1500,Three Knights Opening: Steinitz Defense
FALSE,118,mate,black,20+60,1500,1500,Pirc Defense: Classical Variation
TRUE,137,resign,white,180+180,1337,1662,Van't Kruijs Opening
TRUE,59,mate,white,180+180,1500,1500,King's Pawn Game: Leonardis Variation
FALSE,8,resign,white,20+30,2077,1629,Queen's Gambit Declined: Exchange Variation
TRUE,115,outoftime,draw,10+0,1304,1287,Queen's Pawn Game #2
TRUE,96,mate,black,10+0,1317,1246,English Opening: The Whale
TRUE,66,mate,black,10+0,1277,1307,Philidor Defense #3
TRUE,123,mate,white,10+0,1296,1315,King's Pawn Game: Leonardis Variation
TRUE,89,mate,white,10+0,1267,1307,Philidor Defense #3
FALSE,74,mate,black,10+0,1344,1294,Sicilian Defense
TRUE,60,outoftime,black,8+0,1307,1218,Saragossa Opening
TRUE,57,outoftime,white,8+0,1295,1304,Saragossa Opening
TRUE,61,outoftime,white,8+0,1327,1305,Nimzo-Larsen Attack
TRUE,64,outoftime,black,10+0,1235,1296,Van't Kruijs Opening
TRUE,119,mate,white,10+0,1449,1331,Scandinavian Defense: Modern Variation #2
TRUE,69,mate,white,5+8,1557,1466,Bishop's Opening: Boi Variation
TRUE,69,resign,white,15+0,1849,1903,Nimzo-Larsen Attack: Classical Variation
TRUE,25,resign,white,15+0,1816,1820,Nimzo-Larsen Attack: Modern Variation #3
TRUE,62,resign,black,15+1,1801,1778,Sicilian Defense: Closed Variation
TRUE,45,resign,white,15+0,1734,1784,Nimzo-Larsen Attack: Classical Variation
TRUE,49,resign,white,15+0,1696,1652,Nimzo-Larsen Attack: English Variation
TRUE,36,resign,white,15+0,1640,1692,Nimzo-Larsen Attack
TRUE,89,resign,white,15+0,1581,1601,King's Pawn Opening: 2.b3
TRUE,45,mate,white,15+0,1539,1500,English Opening: King's English Variation |  Three Knights System
TRUE,57,resign,white,15+0,1421,1696,King's Pawn Opening: 2.b3
TRUE,79,resign,white,15+0,1317,1423,Sicilian Defense: Closed Variation
TRUE,56,resign,black,15+0,1369,1542,English Opening: Anglo-Gruenfeld Defense
TRUE,22,resign,black,15+0,1465,1533,Sicilian Defense: Sozin Attack |  Leonhardt Variation
TRUE,143,draw,draw,10+0,1500,1429,Philidor Defense
TRUE,114,resign,black,10+0,1715,1726,Torre Attack
TRUE,110,resign,black,5+6,1679,1705,Scotch Game
TRUE,125,resign,white,15+0,1692,1730,Caro-Kann Defense: Advance Variation
TRUE,115,draw,draw,15+0,1817,1688,Petrov's Defense #4
TRUE,31,resign,white,15+0,1662,1701,Queen's Gambit Declined
TRUE,80,mate,black,10+0,1711,1759,Modern Defense
TRUE,7,resign,white,10+0,1858,1718,Sicilian Defense: Old Sicilian
TRUE,88,mate,black,10+0,1605,1710,Indian Game: Seirawan Attack
TRUE,70,resign,black,10+0,1716,1886,Caro-Kann Defense: Exchange Variation
TRUE,34,mate,black,10+0,1252,1714,Queen's Pawn Game: Chigorin Variation
TRUE,78,resign,black,10+0,1703,1703,Polish Opening
TRUE,99,resign,white,10+0,1700,1715,Gruenfeld Defense: Exchange Variation |  Modern Exchange Variation
TRUE,143,mate,white,10+0,1705,1655,Ruy Lopez: Morphy Defense |  Neo-Arkhangelsk Variation
TRUE,74,resign,black,10+0,1712,1848,Sicilian Defense: Old Sicilian
TRUE,64,resign,black,10+0,1652,1702,English Opening: Anglo-Indian Defense
TRUE,139,mate,white,10+0,1701,1621,Ruy Lopez: Morphy Defense |  Caro Variation
TRUE,53,resign,white,15+0,1359,1342,Italian Game: Two Knights Defense |  Knight Attack |  Normal Variation
TRUE,55,resign,white,12+0,1640,1346,Four Knights Game: Italian Variation
TRUE,66,resign,black,10+0,1360,1330,Four Knights Game: Spanish Variation
TRUE,40,resign,black,10+0,1374,1351,King's Pawn Game: McConnell Defense
TRUE,50,resign,white,13+0,1362,1312,French Defense: Knight Variation
TRUE,56,mate,black,13+0,1323,1350,Englund Gambit Declined |  Reversed French
TRUE,74,outoftime,black,10+0,1320,1336,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation
FALSE,86,resign,black,10+0,1336,1292,Three Knights Opening
TRUE,55,resign,black,10+0,1354,1252,Four Knights Game: Double Spanish
TRUE,31,resign,black,15+0,1361,1555,Sicilian Defense: Kramnik Variation
TRUE,5,draw,draw,10+0,1357,1471,Zukertort Opening: Tennison Gambit
FALSE,31,resign,white,15+0,1423,1357,Queen's Pawn Game #2
TRUE,63,resign,white,20+0,1343,1326,Four Knights Game: Ranken Variation
TRUE,61,mate,white,10+0,1330,1278,Philidor Defense #2
TRUE,75,resign,white,15+0,1425,1342,Scotch Game: Schmidt Variation
TRUE,60,resign,black,30+0,1364,1192,King's Pawn Game
TRUE,54,resign,black,30+0,1199,1355,Four Knights Game
TRUE,101,mate,white,15+0,1314,1295,Elephant Gambit: Paulsen Countergambit
TRUE,45,resign,white,12+0,1276,1333,King's Knight Opening: Normal Variation
TRUE,90,mate,black,12+0,1351,1332,Three Knights Opening
TRUE,49,outoftime,white,12+0,1342,1145,King's Pawn Game: Damiano Defense
TRUE,58,resign,white,12+0,1322,1340,Three Knights Opening
TRUE,121,draw,draw,10+0,1107,1332,Four Knights Game: Double Spanish
TRUE,31,resign,white,10+0,2109,1659,Slav Defense: Modern Line
TRUE,118,resign,black,10+0,2057,2093,Scandinavian Defense: Mieses-Kotroc Variation
TRUE,70,resign,black,10+0,1839,2085,Scandinavian Defense
TRUE,27,mate,white,10+0,2084,1517,Catalan Opening: Closed Variation
TRUE,76,resign,black,10+0,2054,2066,Scandinavian Defense: Mieses-Kotroc Variation
TRUE,12,resign,black,10+0,2093,1932,Queen's Gambit Refused: Baltic Defense |  Pseudo-Slav
FALSE,38,resign,black,10+15,2093,1711,English Opening: Anglo-Indian Defense |  King's Knight Variation
FALSE,101,resign,white,10+15,2093,1806,Semi-Slav Defense
TRUE,98,mate,black,10+0,1743,2088,Grob Opening: Grob Gambit
TRUE,39,resign,white,10+0,2084,1721,King's Indian Defense: Orthodox Variation
FALSE,2,outoftime,black,15+0,1500,1382,Queen's Pawn Game
FALSE,26,outoftime,black,15+0,1172,1500,Queen's Pawn Game: Mason Attack
TRUE,52,resign,black,30+0,1561,1496,French Defense: Exchange Variation |  Svenonius Variation
TRUE,37,mate,white,60+0,1614,1571,Scotch Game
TRUE,108,mate,black,20+0,1445,1564,Zukertort Opening: Black Mustang Defense
TRUE,55,mate,white,20+0,1556,1453,Sicilian Defense: Alapin Variation
TRUE,86,resign,black,15+0,1567,1550,French Defense: Exchange Variation |  Svenonius Variation
TRUE,33,resign,white,15+0,1671,1575,Italian Game: Giuoco Pianissimo
TRUE,70,resign,black,15+15,1584,1669,French Defense: Classical Variation |  Steinitz Variation
TRUE,41,resign,white,15+15,1580,1283,Scandinavian Defense: Anderssen Counterattack
FALSE,50,draw,draw,15+15,1580,1958,Giuoco Piano
FALSE,32,mate,black,15+15,1710,1580,Nimzo-Larsen Attack: Classical Variation
TRUE,52,resign,white,15+15,1500,1589,Ruy Lopez: Exchange Variation |  Lutikov Variation
TRUE,84,mate,black,30+0,1580,1578,Slav Defense: Schlechter Variation
TRUE,41,mate,white,10+5,1693,1586,King's Pawn Game
TRUE,29,draw,draw,15+10,1584,1648,Italian Game: Two Knights Defense |  Modern Bishop's Opening
TRUE,40,resign,white,15+15,1575,1545,Italian Game
TRUE,65,resign,black,15+15,1587,1568,Ponziani Opening: Jaenisch Counterattack
TRUE,72,mate,black,15+5,1514,1578,Queen's Pawn Game
TRUE,31,resign,white,10+10,1545,1590,Queen's Pawn Game
TRUE,50,resign,black,15+15,1581,1596,Ruy Lopez: Berlin Defense |  Beverwijk Variation
TRUE,23,mate,white,15+15,1562,1605,Scotch Game: Benima Defense
TRUE,46,resign,black,15+15,1389,1555,Englund Gambit Declined |  Reversed French
FALSE,40,mate,black,15+5,1555,1256,Italian Game: Anti-Fried Liver Defense
FALSE,29,resign,white,15+5,1256,1555,Italian Game: Two Knights Defense |  Knight Attack |  Normal Variation
FALSE,33,mate,white,15+5,1555,1256,Philidor Defense #3
TRUE,45,outoftime,white,15+15,1545,1550,Caro-Kann Defense: Advance Variation
TRUE,116,mate,black,15+15,1622,1531,Slav Defense #2
FALSE,30,resign,black,15+15,1514,1524,Italian Game: Classical Variation
FALSE,56,resign,black,15+15,1524,2243,Caro-Kann Defense: Advance Variation
FALSE,24,resign,black,15+15,1320,1524,Italian Game: Scotch Gambit Declined #2
FALSE,60,resign,white,15+15,1524,1565,Four Knights Game: Italian Variation
FALSE,67,mate,white,15+15,1524,1422,Petrov's Defense #2
FALSE,47,resign,white,15+15,1523,1524,Ruy Lopez: Exchange Variation |  Lutikov Variation
TRUE,30,resign,black,15+10,1567,1518,Giuoco Piano
TRUE,35,mate,white,20+5,1470,1531,Scotch Game: Scotch Gambit |  Sarratt Variation
TRUE,120,outoftime,black,20+5,1538,1652,Philidor Defense #3
TRUE,47,resign,black,25+0,1505,1542,Italian Game: Giuoco Piano |  Greco's Attack
TRUE,91,mate,white,10+0,1479,1344,French Defense #2
TRUE,41,mate,white,10+0,1329,1494,Van't Kruijs Opening
TRUE,70,resign,black,10+0,1505,1510,Scandinavian Defense: Mieses-Kotroc Variation
TRUE,70,resign,black,10+0,1478,1495,Old Benoni Defense
TRUE,74,resign,black,10+0,1504,1531,Bishop's Opening: Berlin Defense
TRUE,35,mate,white,10+0,1511,1526,King's Pawn Game: Napoleon Attack
TRUE,82,resign,white,10+0,1519,1410,Sicilian Defense: Mengarini Variation
TRUE,41,resign,white,10+0,1526,1529,King's Gambit Accepted |  King's Knight Gambit
TRUE,51,mate,white,10+0,1519,1495,French Defense #2
TRUE,64,outoftime,black,10+0,1406,1512,Italian Game: Evans Gambit |  McDonnell Defense
TRUE,123,mate,white,10+0,1501,1496,Bishop's Opening: Berlin Defense
TRUE,66,mate,black,10+0,1480,1491,English Opening: The Whale
TRUE,20,mate,black,10+0,1418,1482,Bishop's Opening: Boi Variation
TRUE,79,resign,white,10+0,1470,1521,Philidor Defense #4
TRUE,58,mate,black,10+0,1376,1462,Three Knights Opening
TRUE,59,resign,white,10+0,1453,1385,Bishop's Opening: Berlin Defense
TRUE,126,resign,black,10+0,1447,1485,Bishop's Opening
TRUE,30,resign,black,10+0,1324,1440,Scotch Game: Scotch Gambit |  Sarratt Variation
TRUE,44,mate,black,10+0,1418,1432,Ruy Lopez: Steinitz Defense
TRUE,31,outoftime,white,10+0,1434,1357,Bishop's Opening
TRUE,33,resign,black,10+0,1444,1475,Pirc Defense #4
TRUE,102,mate,black,10+0,1465,1432,Ponziani Opening
TRUE,29,resign,white,10+0,1373,1445,Ruy Lopez: Steinitz Defense
TRUE,109,mate,white,10+0,1434,1442,Bishop's Opening
FALSE,27,resign,white,10+0,1521,1434,Italian Game: Evans Gambit |  Morphy Attack
TRUE,28,resign,white,10+0,1461,1444,French Defense: Advance Variation #3
TRUE,38,resign,white,10+0,1480,1462,Giuoco Piano
TRUE,52,mate,black,10+0,1472,1468,Bishop's Opening
TRUE,83,resign,white,10+0,1462,1465,Sicilian Defense: Mengarini Variation
TRUE,161,draw,draw,10+0,1459,1462,Nimzo-Larsen Attack: Modern Variation
TRUE,67,mate,white,10+0,1449,1529,Philidor Defense #3
TRUE,57,mate,white,10+0,1460,1460,Scotch Game
TRUE,73,mate,white,10+0,1501,1481,Bishop's Opening: Boi Variation
TRUE,31,resign,black,10+0,1508,1469,Italian Game: Evans Gambit Declined
TRUE,46,resign,white,10+0,1460,1402,Bishop's Opening: Berlin Defense
TRUE,77,resign,white,10+0,1450,1442,King's Pawn Game: Damiano Defense
TRUE,11,mate,white,10+0,1439,1454,Modern Defense
TRUE,30,resign,black,10+0,1401,1429,Bishop's Opening
TRUE,53,resign,white,10+0,1413,1333,Bishop's Opening: Berlin Defense
TRUE,84,resign,black,10+2,2118,1817,French Defense: Classical Variation |  Normal Variation
TRUE,171,mate,white,15+0,2118,2197,Ruy Lopez: Berlin Defense |  l'Hermet Variation
TRUE,39,resign,white,15+0,2118,2004,Sicilian Defense: Closed
TRUE,96,resign,black,7+10,2078,2077,French Defense: Winawer Variation |  Poisoned Pawn Variation
TRUE,29,resign,white,15+0,2040,1969,Ruy Lopez: Exchange Variation |  Bronstein Variation
TRUE,41,mate,white,15+0,2032,1585,Ruy Lopez: Berlin Defense
TRUE,77,resign,white,15+0,1938,1862,Philidor Defense: Exchange Variation #2
TRUE,31,mate,white,15+0,1862,1871,Philidor Defense: Exchange Variation #2
TRUE,140,resign,black,15+0,1697,1794,Tarrasch Defense: Classical Variation
TRUE,15,resign,white,15+0,1655,1709,Pirc Defense #2
TRUE,23,mate,white,15+0,1500,1451,Scandinavian Defense: Mieses-Kotroc Variation
FALSE,21,resign,white,5+8,1500,1500,Alekhine Defense: Maroczy Variation
FALSE,44,resign,black,5+5,1671,1500,Kangaroo Defense
FALSE,111,resign,black,5+5,1671,1567,Modern Defense
FALSE,30,resign,white,5+5,1710,1671,Polish Opening
FALSE,39,resign,black,5+5,1610,1671,Caro-Kann Defense: Two Knights Attack
FALSE,52,resign,black,5+5,1671,1743,King's Gambit Accepted |  MacLeod Defense
FALSE,15,resign,white,5+5,1671,1398,Italian Game: Schilling-Kostic Gambit
FALSE,23,resign,white,5+5,1398,1671,Caro-Kann Defense: Exchange Variation
FALSE,64,resign,black,10+15,1671,2014,Sicilian Defense
FALSE,59,resign,white,5+5,1794,1671,English Opening: King's English Variation |  Two Knights Variation |  Reversed Dragon
FALSE,45,mate,white,5+5,1771,1671,Gruenfeld Defense
TRUE,131,resign,white,5+5,1648,1682,Caro-Kann Defense: Hillbilly Attack
TRUE,136,resign,black,5+5,1692,1735,Sicilian Defense: Old Sicilian
TRUE,13,resign,white,5+5,1688,1421,Sicilian Defense
TRUE,60,resign,black,5+5,1705,1676,Queen's Pawn Game: Colle System
TRUE,34,mate,black,5+5,1396,1672,Caro-Kann Defense: Classical Variation
TRUE,43,resign,white,7+7,1667,1456,Sicilian Defense
TRUE,46,resign,black,5+5,1684,1435,Scandinavian Defense: Blackburne-Kloosterboer Gambit
TRUE,40,mate,black,15+0,1549,1676,Caro-Kann Defense: Advance Variation
TRUE,37,resign,black,30+30,1687,1668,Pirc Defense #2
TRUE,72,resign,black,25+0,1698,1680,Italian Game: Evans Gambit |  McDonnell Defense
FALSE,55,mate,white,15+8,1698,1470,Robatsch (Modern) Defense
FALSE,50,mate,black,15+8,1470,1698,Sicilian Defense: Bowdler Attack
TRUE,87,resign,white,5+5,1689,1616,Sicilian Defense: Scheveningen Variation |  Classical Variation
TRUE,32,resign,black,30+0,1673,1678,Sicilian Defense: Sozin Attack
TRUE,53,resign,white,5+20,1670,1588,Italian Game: Schilling-Kostic Gambit
TRUE,109,resign,white,5+5,1791,1677,Caro-Kann Defense
TRUE,143,draw,draw,5+5,1639,1663,Indian Game
TRUE,37,mate,white,5+5,1650,1720,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation
TRUE,27,resign,white,5+5,1790,1657,Giuoco Piano
TRUE,41,resign,white,5+5,1646,1640,Scandinavian Defense: Main Line
TRUE,43,resign,white,8+0,1856,1651,Sicilian Defense
TRUE,73,resign,white,15+10,1655,1662,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Early Deviations
TRUE,53,resign,white,5+5,1646,1673,Sicilian Defense: Canal Attack |  Main Line
TRUE,73,resign,white,5+5,1662,1656,Philidor Defense: Exchange Variation
FALSE,67,mate,white,5+5,1516,1506,Philidor Defense
TRUE,38,resign,black,5+5,1489,1501,Scandinavian Defense: Mieses-Kotroc Variation
FALSE,26,mate,black,5+5,1188,1501,English Opening: Anglo-Lithuanian Variation
TRUE,62,resign,black,12+2,1999,1929,Mieses Opening: Reversed Rat
TRUE,48,resign,black,10+0,1901,1718,Yusupov-Rubinstein System
TRUE,34,mate,black,10+0,1587,1500,Sicilian Defense: McDonnell Attack
TRUE,26,resign,black,90+5,1891,1500,Sicilian Defense
TRUE,72,resign,black,15+0,1829,1707,Modern Defense
TRUE,93,draw,draw,15+0,1736,1832,French Defense: Knight Variation
TRUE,62,resign,black,15+0,1847,1712,Indian Game
TRUE,82,resign,black,15+0,1834,1835,French Defense: Advance Variation #2
TRUE,129,mate,white,15+0,1825,1769,Queen's Pawn
TRUE,96,draw,draw,15+0,1864,1823,French Defense: Rubinstein Variation |  Fort Knox Variation
TRUE,145,outoftime,draw,15+0,1964,1818,French Defense: Rubinstein Variation |  Fort Knox Variation
TRUE,78,outoftime,black,15+0,1834,1723,Horwitz Defense
TRUE,36,resign,black,15+0,1727,1825,French Defense: King's Indian Attack
TRUE,36,resign,black,15+0,1701,1816,Queen's Gambit Declined: Anti-Tartakower Variation
TRUE,35,outoftime,white,15+0,1807,1690,English Defense
TRUE,112,resign,black,15+0,1650,1800,French Defense: Knight Variation
TRUE,29,resign,white,15+0,1791,1683,Old Benoni Defense
TRUE,28,resign,black,15+0,1705,1781,French Defense
TRUE,66,resign,black,15+0,1697,1770,French Defense: Advance Variation |  Euwe Variation
TRUE,73,draw,draw,15+0,1770,1774,Gruenfeld Defense: Three Knights Variation |  Hungarian Variation
TRUE,106,resign,black,15+0,1811,1755,Zukertort Opening: Queen's Gambit Invitation
TRUE,30,resign,black,30+0,1768,1754,Ruy Lopez
TRUE,33,resign,white,30+0,1678,1785,French Defense: Exchange Variation
TRUE,32,resign,black,15+0,1798,1764,Ponziani Opening: Spanish Variation
TRUE,65,resign,white,30+0,1759,1814,Slav Defense: Quiet Variation |  Schallopp Defense
TRUE,52,resign,black,10+0,1827,1829,Queen's Gambit Accepted: Old Variation
TRUE,71,resign,white,30+0,1799,1843,French Defense: Classical Variation |  Pollock Variation
TRUE,52,resign,black,10+0,1848,2122,Sicilian Defense: Kan Variation
TRUE,13,draw,draw,30+0,1849,1826,Alekhine Defense #2
TRUE,30,outoftime,black,10+0,1994,2023,Scotch Game: Potter Variation
TRUE,43,mate,white,10+0,2011,2004,Franco-Benoni Defense
TRUE,119,outoftime,white,10+0,1895,2028,Vienna Game: Max Lange Defense
TRUE,36,resign,black,10+0,1989,2016,Queen's Gambit Declined: Normal Defense
TRUE,89,mate,white,10+0,2177,2024,Three Knights Opening
TRUE,58,resign,white,10+0,2009,2058,French Defense: Exchange Variation |  Monte Carlo Variation
TRUE,21,resign,white,10+0,2003,1774,Bishop's Opening: Calabrese Countergambit
TRUE,116,outoftime,black,10+0,1984,1990,Indian Game
TRUE,136,outoftime,black,25+0,1910,1979,Ruy Lopez: Berlin Defense |  Beverwijk Variation
FALSE,126,resign,black,5+5,2173,1979,Queen's Pawn Game: Chigorin Variation
TRUE,16,mate,black,10+0,1811,1753,Budapest Defense: Adler Variation
TRUE,44,resign,black,10+0,1824,1798,Queen's Gambit Declined: Tarrasch Defense |  Pseudo-Tarrasch
TRUE,32,resign,black,10+0,1834,1896,Zukertort Opening: Old Indian Attack
TRUE,50,resign,black,10+0,1495,1831,Ruy Lopez: Exchange Variation |  Lutikov Variation
TRUE,30,resign,black,10+0,1840,1914,Semi-Slav Defense
TRUE,55,resign,white,10+0,1874,1851,Ponziani Opening: Jaenisch Counterattack
TRUE,74,mate,black,10+0,1889,1837,Sicilian Defense: Smith-Morra Gambit #2
TRUE,98,mate,black,12+0,1305,1402,King's Gambit
FALSE,150,mate,black,15+0,1500,1402,French Defense #2
TRUE,86,outoftime,black,10+0,1406,1823,King's Indian Defense: Normal Variation |  Rare Defenses
TRUE,29,mate,white,10+0,1379,1421,Queen's Gambit Declined: Queen's Knight Variation
TRUE,83,mate,white,10+8,1366,1171,Rat Defense: English Rat
FALSE,68,resign,black,10+5,1366,1500,Horwitz Defense
TRUE,38,mate,black,10+0,1368,1918,Gruenfeld Defense: Exchange Variation |  Modern Exchange Variation
TRUE,36,resign,black,10+0,1689,1273,Italian Game: Two Knights Defense |  Polerio Defense |  Bishop Check Line
TRUE,75,draw,draw,10+0,1721,1249,Ruy Lopez: Morphy Defense
TRUE,39,resign,white,5+15,1114,1286,Sicilian Defense: Staunton-Cochrane Variation
TRUE,41,outoftime,white,7+2,1585,1295,Queen's Gambit Declined
TRUE,35,mate,white,20+5,1638,1303,Queen's Pawn Game: Chigorin Variation
TRUE,80,outoftime,black,10+0,1311,1623,French Defense: Classical Variation |  Delayed Exchange Variation
TRUE,52,outoftime,black,10+0,1302,1278,Nimzowitsch Defense: Pseudo-Spanish Variation
TRUE,57,mate,white,10+0,1432,1298,Van't Kruijs Opening
TRUE,24,resign,black,10+0,1300,1912,Queen's Pawn Game: Chigorin Variation
TRUE,55,resign,white,5+8,2012,2074,Four Knights Game: Italian Variation
TRUE,118,mate,black,20+0,2017,2232,Sicilian Defense
TRUE,54,resign,black,15+5,2027,2079,Italian Game: Two Knights Defense |  Polerio Defense |  Bishop Check Line
TRUE,67,resign,white,25+0,2018,1923,Scotch Game: Malaniuk Variation
TRUE,50,resign,black,25+0,1915,2009,French Defense: Classical Variation |  Steinitz Variation
TRUE,91,resign,white,10+0,2003,1808,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation
TRUE,62,resign,black,15+0,2063,1500,Ruy Lopez: Berlin Defense #2
FALSE,27,resign,white,30+30,1681,1500,Philidor Defense #3
FALSE,110,mate,black,30+30,1500,1493,Sicilian Defense: Staunton-Cochrane Variation
FALSE,116,mate,black,15+0,1500,1723,Caro-Kann Defense: Accelerated Panov Attack
FALSE,75,resign,white,15+0,1723,1500,Pirc Defense #4
FALSE,80,mate,black,15+0,1500,1723,Bird Opening
FALSE,100,mate,black,20+3,1500,1723,Sicilian Defense: Smith-Morra Gambit #2
FALSE,81,mate,white,20+3,1723,1500,French Defense: Knight Variation
FALSE,98,mate,black,20+3,1500,1723,Old Benoni Defense
FALSE,98,resign,black,20+3,1500,1723,Sicilian Defense: Staunton-Cochrane Variation
FALSE,63,mate,white,20+3,1723,1500,Owen Defense
FALSE,115,mate,white,20+3,1723,1500,Scandinavian Defense: Blackburne-Kloosterboer Gambit
TRUE,46,resign,black,20+0,1534,1415,Four Knights Game: Gunsberg Variation
TRUE,56,resign,black,8+8,1433,1597,King's Knight Opening
TRUE,102,resign,black,5+8,1462,1715,Slav Indian
TRUE,43,resign,white,8+0,1561,1493,French Defense: Advance Variation |  Nimzowitsch System
TRUE,16,resign,white,15+0,1550,1532,King's Pawn Game: Maroczy Defense
TRUE,99,resign,white,5+5,1745,1556,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation
TRUE,76,mate,black,5+8,1623,1487,Petrov's Defense
TRUE,15,resign,white,5+5,1485,1557,Sicilian Defense
TRUE,54,resign,black,9+10,1638,1574,Italian Game: Two Knights Defense #2
TRUE,89,resign,white,10+8,1532,1773,Queen's Gambit Declined: Been-Koomen Variation
TRUE,25,mate,white,10+8,1720,1538,Italian Game: Rousseau Gambit
