Symbol,S1.WT.1,S5.WT.2,S2.BlimpKO.1,S6.BlimpKO.2,S3.TbetKO.1,S7.TbetKO.2,S4.DKO.1,S8.DKO.2
Taf3,2.999438971,3.116214109,2.717884541,2.745183274,3.038623789,3.035220318,2.447198127,2.624923392
Atp5c1,6.983957322,7.100618286,7.035046623,6.859493351,6.797289953,6.93314077,6.873855388,7.069846295
Kin,4.303364382,4.070754597,3.951447928,4.019490158,4.038715972,3.972858879,4.045529612,3.815814779
Itih5,2.226085295,2.270491972,2.580758302,2.711257978,2.663532641,2.988359221,2.300410109,2.395138845
Sfmbt2,-2.588663808,-1.510186533,-0.649500643,0.025506848,-0.720788809,-0.699354121,0.068986948,-0.340208556
Prkcq,7.078360678,7.114228473,6.895114897,6.970492716,6.881726188,6.977997809,6.61467488,6.676887319
Gm13293,1.413002328,1.025700672,-0.834858152,-1.269936848,-0.727616498,-0.596489104,-1.516106329,-3.450054535
Pfkfb3,3.81240874,3.912361253,3.903510628,3.861294096,3.654527797,3.765142218,3.644658633,3.630077336
Rbm17,5.78729469,5.805467626,5.790900099,5.884959195,5.7468981,5.843052011,5.760109944,5.901248258
Il2ra,3.131284256,2.94737595,2.252638854,2.211376337,4.229010086,4.177089231,2.401960758,2.064092057
Il15ra,3.886282543,3.731032621,3.418343343,3.507583808,3.348693583,3.482890814,3.182881994,2.677610005
Fbxo18,3.961796301,3.913288139,3.981693318,3.841131649,3.926168605,3.854556233,4.133194817,3.948877197
Ankrd16,3.376336582,2.488583471,3.00150034,2.794313482,3.522728337,2.740028367,3.492494805,2.251196595
Fam188a,4.726929397,4.487474621,4.43887678,4.133214149,4.624888806,4.372379888,4.478178485,4.210432
Pter,-1.715777843,-1.911440798,-2.094534451,-2.094534451,-2.765948296,-2.20535631,-2.291482897,-2.004716095
Rsu1,5.226812614,5.45143033,5.283354981,5.317694887,4.585564093,4.646119521,4.757871673,5.005472522
Cubn,-4.444116245,-4.504303108,-4.563062966,-5.65157266,-2.802675794,-4.287164387,-4.128635616,-4.133940024
Trdmt1,2.337358677,2.380373469,2.207449181,2.189527245,1.85123863,1.723331958,1.994625221,1.93826539
Gm9875,-1.056397834,-2.091403985,-1.830906497,-2.604247741,-2.858334646,-1.765664025,-2.72651408,-2.404365466
Vim,9.577551044,9.703183202,9.964758488,9.531265537,9.435468336,9.390336993,9.653957493,9.724977429
St8sia6,-1.324184844,-1.16881988,-0.332010914,-0.003336073,0.357386051,-0.166204637,0.449652763,0.285476969
Stam,2.431573561,2.281436366,2.259595835,2.269274562,2.030747654,1.971680222,2.135299609,2.095978734
Mrc1,-1.921759644,-2.649428531,-2.270671922,-1.919322622,-3.96353968,-3.023043469,-2.00259282,-2.46272802
Gm13315,0.064732642,-0.049268049,-0.379369185,-0.149018298,-0.18201741,-0.343677707,-1.335595493,-0.876228245
Nsun6,1.540369475,1.316729103,1.424099509,1.187914997,1.250663634,1.509543428,1.384056696,1.006671923
Arl5b,2.744998879,2.408431706,2.136096804,2.352451956,2.5731792,2.322735643,2.033147109,1.47645248
Plxdc2,0.384545755,0.826912904,2.434231194,2.234044113,0.263730264,0.932185756,1.99765797,1.807211777
Nebl,0.940239494,1.330292235,2.473436484,1.984411564,1.774494073,1.608161157,3.042890446,2.630269895
A930004D18Rik,-1.616637906,-1.71658584,-2.65746188,-3.164487812,-2.775877413,-3.690909932,-3.286754152,-2.964605537
Skida1,-0.561136465,-0.987300074,-1.362695104,-1.135039343,-0.841532311,-1.171395227,-1.067208375,-1.520715019
Mllt10,4.208410306,3.945586398,4.155252074,3.945862448,4.273567776,3.870840041,4.380834372,3.952954109
NA,2.075266763,1.489841107,1.515509351,1.168861746,1.180820992,0.500206755,0.893346333,0.123291861
NA,3.727843681,3.653913302,3.247077763,3.342485185,3.32368924,3.488084137,3.16083669,2.667977356
Dnajc1,5.434979637,5.398904303,5.084477204,4.921606816,5.164732748,5.143580715,4.899157795,4.786419338
Commd3,5.855178077,5.872984187,6.086839246,5.743620901,5.79038722,5.940394516,6.05702108,6.161440639
Bmi1,3.845832723,3.812235936,4.071924706,4.116941685,4.21084086,4.384613331,4.163447654,4.318898871
Pip4k2a,5.530715189,5.602643141,5.487019829,5.527837582,5.484252162,5.590403128,5.485539972,5.432052335
4930426L09Rik,-1.096661869,-1.134482683,-1.263627146,-2.124090019,-0.978247538,-1.357159358,-0.623278359,-0.623278359
Armc3,1.132416779,0.996898002,0.412058191,0.074488959,0.129706108,0.538267169,0.045455983,-0.056504773
Msrb2,1.96148331,2.113706931,1.979226616,1.755214583,1.953109616,1.907120533,1.733189447,1.942042835
Gm3230,-0.055159988,0.277771714,-0.081946213,0.15485648,0.279148338,-0.302257482,-0.072867659,-0.422331678
Otud1,3.347952956,3.249976279,3.365603924,3.817277561,3.847626047,3.73175164,3.754522481,3.880430089
Gm13363,0.917758084,0.732912842,0.608618755,0.122217627,0.045786108,0.883684908,0.178979097,-0.049327366
Etl4,-5.677222883,-5.641034556,-4.594426286,-3.929993946,-3.414188352,-3.793100172,-3.44286813,-3.245919684
Arhgap21,0.637419113,0.92335044,1.363484613,1.423020433,1.260993577,0.950491271,1.742368366,1.346306357
Gm13375,-0.629964597,-0.01394521,0.292739393,0.021675179,0.488913537,-0.249980171,-0.48834922,0.588226122
Enkur,-0.787059412,-0.03610803,0.455504228,-0.121619804,-0.889028129,-2.411965174,-0.590498766,-0.313675902
Thnsl1,-0.163457883,-0.054677636,0.415906381,0.096271064,0.374677945,-0.301646446,0.125779722,-0.221934968
Gm13342,7.016623912,7.140373045,6.748615671,6.764918855,6.948030631,7.011338081,6.656138485,7.05785639
Gm20142,5.820830912,6.104315698,6.12211183,6.280993475,5.856747531,6.090536943,6.022526967,6.313360512
Apbb1ip,7.413546212,7.530900962,7.224325952,7.280769123,6.912753804,7.213634156,6.783331454,6.918236713
Pdss1,2.295056017,1.89068226,2.271288707,1.75925701,1.557254398,1.722012281,1.515905894,1.702052784
Abi1,5.981808844,6.015061174,5.867197211,5.83860739,6.001938364,5.970720984,5.836178961,5.895046283
Acbd5,4.1264677,4.056074557,4.044524867,3.927570353,4.25543638,3.964911427,4.045702858,3.675199809
Mastl,0.098552508,0.232483594,0.506714039,0.407996656,0.119931003,0.047317343,0.108072226,0.246357288
Yme1l1,5.563435333,5.574009024,5.438556816,5.488255128,5.552551973,5.441214993,5.533368902,5.487220189
Spopl,3.572798697,3.177220805,3.037280862,2.977615611,3.153132157,3.016151609,2.979938361,2.736968705
Gm13392,2.106676358,2.437612304,2.203484609,1.473365133,1.851544791,2.353205577,1.812438488,1.533229051
Il1f9,-4.850346814,-3.353500181,-3.338463402,-0.771684798,-0.631062144,0.971039619,-2.018409553,-0.4312966
Il1rn,-2.219685456,-1.080195047,-0.860388999,-0.437861261,0.423706104,0.199869595,-0.406441758,0.463364006
Psd4,6.209405443,6.135950321,5.935029439,6.049176081,6.16846553,6.126232426,6.070744809,5.923692291
Cacna1b,-4.001055982,-2.921369916,-1.066272542,-1.832895064,-2.167155463,-3.104463568,-0.516743952,-0.936098952
Ehmt1,4.015232518,3.984384334,3.887225526,4.101067151,4.034409079,3.905993474,4.016999593,3.987523407
Arrdc1,5.42226752,5.142635637,5.473941047,5.239109739,5.379283281,5.172504455,5.747822464,5.364782104
Zmynd19,3.635865982,3.86522642,3.636630177,3.640502949,3.479048241,3.863129167,3.527924877,3.739058859
Dph7,2.62322753,2.352675749,2.384898876,2.386225351,2.523259737,2.64718386,2.435939307,2.124865474
Mrpl41,3.443791497,3.444302772,3.310650086,3.401283308,3.404746786,3.298321422,3.061437353,3.401082933
Pnpla7,4.108185692,3.937731153,4.309637647,4.240956775,4.613602959,4.495421857,4.652801357,4.493421158
Gm13370,3.954018053,4.27338011,3.887631863,4.224487761,4.113070492,4.279382973,3.725892084,4.024184349
Nsmf,2.698390588,2.417209641,2.746996974,2.260910395,2.624742464,2.509840935,3.241858969,2.713390793
Nrarp,4.499272984,4.513285542,3.665428369,3.654911316,1.729937456,3.097821813,1.242103208,1.279469191
Tor4a,5.991678755,6.018837086,5.762333863,5.778316374,5.662682495,5.896693342,5.665650601,5.716400707
Nelfb,5.828506129,5.703368554,5.683386358,5.589799482,5.418263233,5.533266909,5.604933195,5.593694372
Tubb4b,5.854844977,6.035579478,6.190123003,6.156060559,5.948848296,5.873312331,5.854198103,6.156060559
Rnf208,-2.490788694,-5.069732691,-1.476300601,-2.564810295,-2.434192708,-3.94021099,-0.836526981,-1.200402022
Ndor1,3.974991997,3.5033446,4.010062824,3.796714206,4.207663904,3.753387945,4.15406611,3.604572942
Tmem203,4.217637552,4.242380197,3.900567138,3.753830123,3.979965784,4.201647835,3.961852602,4.10933348
Tprn,3.187290582,3.416637306,3.202683786,3.249893133,3.160835943,3.657431575,2.883599012,3.265892519
Ssna1,5.799323267,5.841550452,5.753231223,5.395955905,5.738124995,5.577759941,5.686398318,5.606799528
Anapc2,5.428215034,5.468304748,5.458513506,5.461077677,5.380736523,5.231869856,5.439959829,5.483007318
Man1b1,4.800436113,4.742338162,4.745804164,4.683553928,4.670863913,4.842578392,4.895818953,4.864514303
Dpp7,2.703049275,2.188875906,1.912107442,1.880104181,2.410507724,1.987044202,2.792763992,2.355226851
Uap1l1,3.786132378,3.905074831,3.708758106,3.726089368,3.989885595,4.260100242,4.253078705,4.268983408
Sapcd2,0.901956059,0.981790626,1.308892032,1.096273405,0.758380219,0.810233637,1.122119661,0.822200028
Npdc1,-0.513578161,0.175173194,0.938887412,0.278453151,-0.469979019,0.048102264,0.743469595,1.01174713
Fut7,2.43630092,2.569161865,2.062938004,1.92285188,3.248596064,3.018335265,2.531120399,2.640765792
Abca2,5.434847042,5.259344313,5.228473653,5.102468386,5.382813352,5.324726096,5.351131845,5.059519212
Clic3,2.388602703,1.913760391,2.139394148,1.859744856,1.282532105,0.598847613,1.523075417,-0.107136333
BC029214,5.010780313,4.905943049,4.904975006,4.472432954,4.981116169,4.72821626,4.769710568,4.736701236
C8g,-0.213885065,0.034971967,0.022945053,-0.976425459,-0.265464798,-1.606462347,-0.753517863,-0.012029858
Fbxw5,4.245664349,4.203963393,4.478667194,4.308672915,4.630169612,4.267863188,4.492838077,4.297897186
Traf2,4.40226508,4.452405809,4.560617789,4.434737606,4.454623406,4.549431682,4.564437097,4.611429636
Edf1,6.709215528,6.81282956,6.594692435,6.70031079,6.422953418,6.7757027,6.520412561,6.703328806
Mamdc4,-1.253492082,-1.648441403,-1.061249515,-1.159178165,-1.767708709,-1.643136995,-1.389529052,-2.145115144
Phpt1,4.493130185,4.54926542,4.804982801,4.726350284,4.481611755,4.383078995,4.742974015,5.093626589
Gm996,-0.92551405,-1.822063743,-0.080813666,-1.044565989,-1.176779553,-1.214341465,-0.473545557,-1.088110514
Rabl6,4.450006162,4.434168782,4.617751062,4.628999959,4.617751062,4.382377064,4.61287649,4.543394512
Tmem141,0.881556514,0.900100005,1.888111129,1.458769265,0.798666115,1.031277483,2.011640878,2.320075766
Fcna,-0.257043491,-0.960303912,-0.532102829,-2.54738886,-1.024451816,-1.695824343,-1.096966765,-1.878342707
Bmyc,2.266980371,2.696730154,3.391346448,3.211308875,3.496531665,3.219379235,4.039743171,4.161419682
Camsap1,1.513455232,1.662683714,1.758976526,2.016187961,1.540548706,1.720766485,1.665728755,1.67583353
Ubac1,3.052029969,3.033094419,3.281000422,3.151728535,3.186908041,3.027190981,3.080281341,3.171686928
Nacc2,-0.76368979,0.012338164,0.489636001,0.660697186,1.262361799,0.932802918,1.494511408,1.677421943
C330006A16Rik,3.65113212,3.547197407,3.660424231,3.699325719,3.95786334,3.802586949,3.755587014,3.824047123
Qsox2,2.020292788,1.935296895,2.120069604,1.938596001,2.005459157,2.111825717,2.210935576,2.037221351
Gpsm1,2.391455005,2.073489962,2.348264788,2.217369267,2.179028191,2.203872695,2.199550309,2.322308986
Dnlz,3.261426254,3.337081459,3.276534181,3.06966996,2.919126186,2.975491158,3.356747789,3.334620306
Card9,0.451674068,0.726716972,-0.003617597,0.84805577,0.726716972,0.692463893,0.844835383,0.93714677
Snapc4,3.026926604,2.708641527,2.91626746,2.816428023,3.283861392,2.885119353,3.297915286,2.968924949
Sdccag3,5.468862153,5.248553117,5.296837488,5.179800166,5.229975643,4.786949247,5.204941033,4.882001434
Pmpca,4.413272108,4.527265479,4.539231377,4.507581351,4.57662174,4.42364314,4.704531561,4.703581167
Inpp5e,3.274747026,3.160421234,3.188490527,3.144739734,3.269047236,3.165343165,3.292095871,2.904240787
Sec16a,4.588444851,4.510440566,4.366299614,4.517321465,4.536887633,4.476094961,4.465168068,4.343469643
Notch1,4.837080592,4.818441164,4.611428811,4.689659626,4.772416902,4.839824604,4.403044144,4.280233895
Egfl7,-0.955245479,-2.038873353,-1.136820458,-0.753171501,-1.863736946,-1.313486949,-1.492870323,-1.80001398
Agpat2,4.703441426,4.645298899,4.23418631,4.312312064,4.127752155,4.415015267,4.050048179,4.409192676
Fam69b,1.12116668,0.892253979,2.041076829,1.044462453,0.261025694,0.644880746,1.300448543,1.532018894
Snhg7,1.703594181,1.164439533,1.193134278,1.697346919,1.48147043,0.475688177,1.181859552,0.596247449
Lcn4,4.534425157,4.094517538,3.499701408,3.865376808,3.61973073,3.787471808,2.547535647,2.480426283
Surf6,4.502077667,4.534453651,4.257216106,4.416371309,4.300417885,4.420750727,4.122697371,4.225797313
Med22,4.362256664,4.380280629,4.268174806,4.134605648,4.153676005,4.254202287,4.173723233,4.219243568
Rpl7a,7.414524975,7.744476427,7.838962718,7.891036298,7.581324566,7.693281685,7.589991813,7.907995132
Surf1,5.561826754,5.617977158,5.56168183,5.393375193,5.490714445,5.529700321,5.516099256,5.447218714
Surf2,4.165889535,4.123077047,4.030185572,4.143689494,3.802425608,3.937730086,3.910920475,3.825157009
Surf4,6.462624946,6.529903018,6.493654707,6.380080026,6.423749137,6.612354276,6.487524745,6.595899538
Stkld1,-1.491411352,-2.119894016,-1.744226524,-1.168874296,-1.168874296,-1.729189744,-1.251877536,-2.34608924
Rexo4,4.499358727,4.417934697,4.272963367,4.677337072,4.581398558,4.216140666,4.36673726,4.222206235
Cacfd1,3.734050484,3.78157381,3.837673581,3.826450568,3.7735021,3.986132027,3.81820889,3.761473547
NA,1.479047393,1.919283156,1.301395027,0.845736168,1.96108732,1.176056192,0.983020821,1.106180264
Slc2a6,0.817490111,1.284098889,2.706549627,2.698677152,1.967116791,1.375734884,3.318847779,3.371664368
Adamtsl2,-5.82739035,-3.275346354,-5.82739035,-3.249539994,-4.330543717,-3.847017606,-1.715347334,-1.845610488
Vav2,2.099518043,2.189715711,3.24100592,3.080736322,3.152833167,2.699321508,3.916766025,3.774717313
Brd3,3.97280012,3.833190846,3.858209826,3.980963025,3.538624465,3.441133428,3.63688229,3.517384828
Wdr5,4.521075398,4.509055272,4.543477721,4.500353292,4.266263661,4.364226888,4.22509161,4.322507841
Gm13421,-0.031786483,-0.499345544,-1.364602297,-1.111221887,-1.194712875,-0.307396171,-0.905683421,-1.950298967
Rxra,2.655174615,2.680221004,1.979546241,2.268458566,2.23795523,2.812154717,1.839539728,2.028132994
Col5a1,-4.013409885,-3.633781353,-3.205580269,-5.689355632,-3.28239114,-3.986910514,-4.795425931,-3.703233665
Fcnb,-1.682853846,-0.649832333,-0.32532852,0.053428089,-0.29844212,1.186301507,-0.138628009,0.444521293
F730016J06Rik,-4.067103298,-4.030914971,-4.922789555,-3.54738886,-1.804068767,-1.545981743,-2.182980587,-3.54738886
Olfm1,1.741300894,1.659187165,1.522917639,1.835701386,1.45012256,1.416779541,2.001511893,2.454400363
Mrps2,3.291111321,3.459000244,3.338136951,3.274300294,3.069702602,3.243484287,3.451780489,3.629064293
Ralgds,3.453810013,3.494615534,4.672343909,4.401250837,3.739811849,3.389527267,4.472415685,4.471103305
Gtf3c5,3.555664862,3.393514119,3.839944602,3.763958765,3.236994443,3.111790082,3.348828114,3.50396242
Gfi1b,-0.529326768,-1.014249356,-0.428552686,-0.636842922,-2.885038887,-0.645617154,-0.373961804,-0.131592335
Tsc1,2.639579488,2.483618446,2.877734963,2.688177881,2.989870881,2.485160717,3.113563166,2.529836692
1700026L06Rik,0.201234029,-0.067496663,0.140122128,-0.347003687,1.067176484,0.92886708,1.309545953,0.617391914
Ak8,-0.161640425,-2.229226822,-1.342957589,-0.702608802,-1.560723158,-1.949333557,-0.194823792,-0.799490956
Gtf3c4,2.946246005,2.881318946,2.63157607,2.926658628,2.760625721,2.622800522,2.682124795,2.483693666
Ddx31,3.191199426,3.090627218,2.776279749,2.873834882,2.638486515,2.928497704,2.497977432,2.497112039
1700101E01Rik,-1.763661422,-0.611496852,-0.611496852,-0.327772829,-4.503458357,-3.042800051,-2.197943216,-1.47163882
Ttf1,3.590189571,3.419012982,3.420362302,3.380712689,3.58386827,3.140250269,3.34213028,3.1101012
Setx,5.23829095,5.219573375,5.30949318,5.513080613,5.525512285,5.272826305,5.63068205,5.434851609
Ntng2,4.724752882,4.521440537,4.445919057,4.267542324,4.120840933,4.341399626,4.477831081,4.453583291
6530402F18Rik,4.169783879,4.035997091,3.569432449,3.650697824,3.654368872,3.825850293,3.543226291,3.400038045
Med27,3.994645222,4.180507274,3.921420978,3.655462781,3.465216625,3.547410531,3.598691841,3.795503804
Rapgef1,6.059624772,6.108954406,6.268471584,6.072185071,5.984496014,6.012736393,6.250294647,6.140424039
Trub2,4.252916689,4.038968407,4.247754187,3.803586022,3.621314863,3.684272819,3.853864533,3.896149537
Coq4,0.982632498,0.955266132,0.825069684,0.777167936,0.424081593,0.542200005,0.85251684,0.975889376
Slc27a4,4.802562079,4.93536302,4.859844429,4.727371604,3.921012482,4.171060322,4.103923468,4.137001798
Urm1,3.988172763,3.944151654,4.094331476,3.854120831,3.90601878,3.88143234,3.854599232,3.825871843
2600006K01Rik,0.891727694,0.604932709,0.180792133,-0.586469866,-1.820260551,-0.150111236,0.098834243,-0.129411732
Cercam,3.687138508,3.789327307,3.232617235,2.842190376,2.614015835,3.302182408,2.506965874,2.706926729
Odf2,4.465442261,4.316508379,4.427980088,4.245029603,4.270403954,4.101435908,4.444578952,4.2607912
Gle1,3.917462952,3.964176306,3.777474224,3.862829595,3.847853264,3.724959816,3.80900005,3.676561468
Sptan1,6.337457677,6.309785016,6.340019685,6.221752114,6.365908558,6.235806936,6.56185615,6.394308429
Wdr34,-0.161124189,0.419488767,1.248211407,1.128070274,-0.154833155,0.44479342,0.900599013,1.112884742
Set,5.754444358,5.82901786,5.770573331,5.917143117,5.615282716,5.817420789,5.738496465,5.912588553
Pkn3,-0.689401706,-1.095452201,-0.294245198,-0.754628414,-0.592593455,-0.05721657,0.490486936,0.160325958
Zdhhc12,3.498206938,3.365945724,3.25555414,2.922845104,3.025377553,3.080558626,3.437684408,3.162074443
Zer1,4.524002113,4.424726584,4.679538327,4.629753834,4.637218523,4.586538551,4.840876085,4.722133038
Tbc1d13,4.528697106,4.487479699,4.425173593,4.404283507,4.229667034,4.559328762,4.360016861,4.480455404
Endog,2.870264152,3.166833776,2.894050102,2.893549166,2.904923876,3.004240576,2.88211634,3.102554374
D2Wsu81e,3.324100677,3.4919896,3.310391052,3.281804204,3.435869104,3.28444074,3.083681355,3.329302619
Ccbl1,1.898643966,2.17812073,1.869358716,1.591666096,1.925056161,1.229574373,1.814049516,1.794457406
1700084E18Rik,0.065775527,0.038503006,-0.386138663,0.747370755,-0.818603234,-0.949220821,-0.386138663,-2.899467553
Lrrc8a,4.050850871,4.020783277,3.904489012,3.937094617,4.090465912,3.782432106,3.948491761,3.731677355
Phyhd1,2.114150965,1.428501499,1.769354885,0.694926399,1.892098934,1.049343067,2.161518881,1.270167941
Dolk,2.546850647,2.664466079,2.212143152,2.471582297,2.615037946,2.162344095,1.992622122,2.081828016
Nup188,4.170511931,4.171027002,4.147043694,4.245948768,4.026486251,4.082041998,4.111876873,4.149991277
Sh3glb2,5.145831899,4.999609126,5.318083414,5.128564452,5.070195797,5.015484772,5.270329137,5.188197052
Fam73b,1.134833451,1.203867777,1.121110664,1.074448179,1.635141369,1.54650177,1.75230296,1.510563631
Dolpp1,3.547489089,3.31529703,3.368224147,2.835682917,2.993537432,3.248482203,3.341383464,3.194990526
Crat,1.513556123,1.326837798,1.405197539,1.563036618,1.59141221,1.720094538,1.795679581,1.667164627
Ppp2r4,6.073106381,6.219435344,6.283607663,6.178668153,5.941470303,6.110790171,6.145130666,6.292267668
Ier5l,-1.024226651,-1.652709315,0.458675129,0.088184014,0.63394281,1.041034822,1.356330804,1.966116972
Cstad,-0.499951049,-1.286870246,-0.499951049,-0.320567675,-1.727923911,-2.378255936,-0.93746717,-0.233635737
1700001O22Rik,2.173573013,1.845315708,1.649035152,1.850714156,-0.14070706,0.900523662,-0.073268154,-0.960935323
Ntmt1,3.458670304,3.75515611,3.555195898,3.408644866,3.335632253,3.354315283,3.320600709,3.581544566
Asb6,5.334571918,5.364266612,5.185955037,5.024003333,5.093967454,5.133461928,4.952110507,4.914600098
Ptges,-3.462780279,-3.029119888,-2.782887928,-4.973432253,-1.638030162,-2.105254953,-1.726498345,-1.262104745
Tor1b,4.288591919,4.116576279,4.133323529,4.016979119,4.370748434,4.207350619,4.292811404,4.012585708
Tor1a,4.759814136,4.932317798,4.790818905,4.661606661,4.906678898,4.781199464,4.600205964,4.851898462
BC005624,4.032228993,3.99753785,3.614716347,3.657203602,3.99003893,4.041996954,3.594661387,3.488687569
Usp20,3.928677051,3.783530795,3.615539778,3.379323812,3.923720034,3.754057402,3.489704478,3.314620636
Fnbp1,6.347840599,6.220006135,6.126925196,6.073049832,6.560583756,6.38300782,6.349071444,6.159221586
D330023K18Rik,-0.039784387,0.269627208,-0.01455325,-0.802324782,-1.042115455,-0.11825052,-0.522817757,-0.208372874
Gpr107,4.214535702,4.287955616,4.120614622,4.259587312,4.145608896,4.302330894,4.228918815,4.346239512
Ncs1,-4.682774127,-2.922884773,-2.929103902,-2.370881881,-2.640122645,-2.625085866,-2.955603274,-2.064770418
Hmcn2,-6.027699708,-6.10172131,-5.538639151,-4.563747486,-4.003432038,-6.621435748,-4.867765523,-6.10172131
Ass1,1.727309821,2.014748502,1.597226186,1.92009097,2.193964715,1.945327829,1.951071665,2.162880877
Fubp3,2.860074564,2.899000586,3.728931922,3.567320981,3.192661643,3.187914437,3.823217338,3.969613398
Exosc2,4.023139123,3.987229206,4.157984252,4.25687547,4.248992655,4.211062118,4.078472859,4.278068748
Abl1,3.610626906,3.658979849,3.777109864,3.786731016,3.880029546,3.983914248,3.929421433,3.946556002
Qrfp,2.113327346,1.533988058,2.418933269,1.791625865,1.35163729,2.020851462,2.192350075,2.347346064
Fibcd1,-3.844301287,-4.073222324,-4.073222324,-3.170850222,-4.881890832,-4.398364722,-3.039774272,-2.396957604
Nup214,3.846183962,3.909626681,3.717546399,3.961321321,3.829940756,3.839888807,3.717257608,3.760126859
Gm16534,2.423549367,1.876738367,2.105003217,2.09133633,1.65341217,1.56035215,1.596933438,0.999392094
Fam78a,6.472388086,6.522177386,6.542080596,6.763174222,6.294728907,6.404399382,6.238924228,6.378498539
Prrc2b,6.748421517,6.546254405,6.390438942,6.405501965,6.479483093,6.392868428,6.368781956,6.095648564
Pomt1,1.133217393,0.60541566,0.852587503,1.048548115,0.255944651,0.953991127,1.177056817,0.731541846
Uck1,4.436765322,4.293235157,4.324543103,4.179223308,4.265029303,4.121436047,4.285854602,4.135227143
Gm13611,6.088662693,6.149509863,6.059214975,6.472856463,5.795349932,6.5451584,5.171150374,6.173150625
Swi5,6.391864334,6.519723888,6.645582241,6.485667895,6.155387492,6.404243231,6.38087207,6.743547315
Golga2,4.464016215,4.422664162,4.417860287,4.423814051,4.38170749,4.406846071,4.585046569,4.459246682
Ciz1,4.517867567,4.435294509,4.589520427,4.532187725,4.566264416,4.517867567,4.844739424,4.55467018
1110008P14Rik,5.773636134,5.924953354,5.554665866,5.365394203,5.414659483,5.623158213,5.080263857,5.388385315
Lcn2,2.860850614,4.291600359,4.968423107,5.648116443,6.471945454,7.369296158,5.758825296,6.70330304
Ptges2,3.012661047,3.048147234,2.953070507,2.961247675,2.524244726,3.039378049,2.528420934,2.808782059
Slc25a25,2.147949203,2.203881438,1.881040615,1.8259666,2.189798669,2.347102866,1.733727308,1.693344446
Naif1,1.521171376,1.561642148,1.239757045,1.028084326,1.233873976,1.327999425,1.058717614,1.281862473
Fam102a,6.074453651,6.075362964,5.81587241,5.97570206,6.377412244,6.343158585,5.840540436,5.934358401
Dpm2,5.109470546,5.189580275,5.270986227,4.890120495,5.040104313,4.971598028,5.025780249,4.87449231
St6galnac4,3.842435543,3.893564053,3.75013515,3.734977451,3.475207101,3.81524478,3.562676546,3.639156813
St6galnac6,2.700131393,2.76264436,3.154889782,2.672791426,3.020162293,2.706669464,3.142495222,3.167538163
Eng,-0.534505055,-0.222476693,-0.23720574,0.1449347,-0.037085808,0.775778032,0.376445884,0.838575604
Fpgs,2.819033321,2.847555156,3.159617108,3.309483074,3.048555109,3.067385559,3.382759133,3.395852936
Cdk9,4.705604487,4.790865127,4.799008935,4.759594813,4.792347957,4.76449519,4.705604487,4.777513744
Sh2d3c,6.444985612,6.392629617,6.063405914,6.170525786,5.683450976,5.990975322,5.495003075,5.650608289
6330409D20Rik,2.144185278,1.516952581,0.968730272,1.106836937,0.601916089,-0.955334971,0.088600994,0.282983901
Tor2a,5.195540546,5.283285704,5.491439258,5.238202905,4.910444279,5.364293184,5.309395625,5.515418407
Ttc16,-0.145914192,-1.474450566,-0.199260134,-0.235824379,-0.720236114,-1.278787611,0.335196053,-0.530047206
Ptrh1,1.930959507,1.911399286,3.790473221,3.40636382,2.646865059,2.236838377,4.52072323,4.858215287
1700019L03Rik,-0.698981827,-1.906570784,0.487965633,-0.388217698,-0.655382685,-1.093527708,1.469016869,1.201696909
Stxbp1,-2.057253344,-1.197590772,-0.538865093,-0.376698979,-0.475751013,-0.659147677,-0.017651222,0.133256244
Fam129b,2.234666215,2.371627864,1.699184685,1.933848128,2.951577541,2.819101172,2.336712573,2.540321191
Lrsam1,1.499265593,1.345744012,1.367743837,1.261397764,1.659260623,0.910818716,1.459455313,1.061286935
Rpl12,4.617292932,4.562740141,4.912989222,4.978561723,5.03019961,5.08985581,4.854952097,4.981186135
Snora65,3.945132497,3.308864864,4.141253334,3.128320504,3.311821273,3.031296992,4.332611606,3.491432192
Slc2a8,2.751154706,2.771218256,2.508570616,2.412683094,2.843741011,2.849588023,2.66508318,2.902886127
Ralgps1,0.611747665,0.25968285,0.712953139,0.94490076,1.11156409,0.70495966,1.378644624,1.194835745
Angptl2,-1.643873288,-1.37840781,-0.631361196,-1.354329307,1.819844734,1.914157975,0.925959587,0.693498781
Zbtb34,1.820252486,1.618175431,1.303647451,1.420313513,1.393744584,1.559304215,1.603579775,1.403021947
Zbtb43,2.982676056,2.76044498,2.676929538,2.79577143,2.715528114,2.616947462,2.785629402,2.486335371
Mvb12b,1.589704712,1.57071101,1.091777699,1.703486815,1.406134031,1.736234045,1.323059944,1.634117876
Pbx3,1.723522632,1.668738914,1.081582482,0.508939411,1.386027939,1.953667024,1.009488323,1.44056564
Mapkap1,4.177638768,4.211293836,4.231177,4.286448327,4.224498724,4.240075768,4.198194873,4.313797492
1700007J24Rik,-1.144313861,-1.091150631,-2.592657108,-0.676223552,-0.916014225,-1.052173534,-1.260939179,-3.853984783
Gapvd1,4.530019688,4.529978846,4.393589068,4.498956138,4.431394608,4.452386114,4.455836245,4.458996453
Hspa5,7.095388253,7.06526212,7.228320897,7.338337074,7.581209692,7.543850191,7.484345691,7.506516141
Rabepk,3.631006056,3.702380852,3.924147315,3.710926116,3.930733168,3.871880773,3.882955763,3.797852455
